ID_RBD,DV_RBD,DS_NOM_ESTABLE,DS_REGION_ESTABLE,DS_PROVINCIA_ESTABLE,DS_COMUNA_ESTABLE,DS_TIPO_DEPENDENCIA,DS_RURALIDAD,PRIMERA_PRIORIDAD ,SEGUNDA_PRIORIDAD ,TERCERA_PRIORIDAD ,NO_PRIORIZADO_EN_VULNERABILIDAD ,SIN_INFORMACION ,TOTAL_MATRICULA_MEDIA_2021 ,IVE_SINAE_MEDIA
1,9,LICEO POLITECNICO ARICA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,379,13,19,10,18,439,94
4,3,LICEO OCTAVIO PALMA PEREZ,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,720,4,96,150,1,971,84
5,1,JOVINA NARANJO FERNANDEZ,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,339,2,46,79,1,467,83
7,8,L. POLI. ANTONIO VARAS DE LA BARRA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,964,37,49,67,10,1.127,93
8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,245,13,21,29,16,324,86
15,9,LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,83,3,14,25,1,126,79
25,6,COLEGIO CENTENARIO DE ARICA,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Urbano,154,2,13,22,1,192,88
32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,Región de Arica y Parinacota,Arica,Arica,Servicio Local de Educación(SLE),Rural,120,1,12,5,2,140,95
45,0,COLEGIO ITALIANO SANTA ANA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,196,1,36,56,2,291,80
50,7,COLEGIO ADVENTISTA DE ARICA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,162,3,18,34,,217,84
52,3,LICEO BICENTENARIO DOMINGO SANTA MARIA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,1.312,13,149,236,32,1.742,85
56,6,COLEGIO SAN MARCOS DE ARICA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,105,6,24,183,2,320,42
60,4,COLEGIO ALEMAN DE ARICA,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,157,3,31,102,2,295,65
67,1,ABRAHAM LINCOLN SCHOOL,Región de Arica y Parinacota,Arica,Arica,Particular Subvencionado,Urbano,68,,19,84,,171,51
72,8,LICEO VALLE DE CODPA,Región de Arica y Parinacota,Arica,Camarones,Servicio Local de Educación(SLE),Rural,20,1,,1,4,26,81
78,7,LICEO GRANADEROS,Región de Arica y Parinacota,Parinacota,Putre,Servicio Local de Educación(SLE),Rural,61,6,4,3,,74,96
97,3,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,251,22,24,41,20,358,83
103,1,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,121,16,9,22,,168,87
106,6,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,Región de Tarapacá,Iquique,Iquique,Administración Delegada (C. P. 3166),Urbano,341,14,33,53,28,469,83
107,4,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,196,25,30,69,38,358,70
108,2,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,363,17,43,67,38,528,80
109,0,COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,287,24,34,47,23,415,83
110,4,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,175,9,21,45,19,269,76
124,4,LICEO LUIS CRUZ MARTINEZ,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,930,46,87,111,22,1.196,89
125,2,ESCUELA PROFESOR MANUEL CASTRO RAMOS,Región de Tarapacá,Iquique,Iquique,Corporación Municipal,Urbano,156,20,15,45,11,247,77
127,9,LICEO MARIA AUXILIADORA,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,147,,30,127,,304,58
129,5,LICEO SUPERIOR GABRIELA MISTRAL,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,46,16,4,17,5,88,75
130,9,COLEGIO NORTH COLLEGE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,65,2,12,34,,113,70
131,7,COLEGIO ESCASCE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,80,,14,13,12,119,79
132,5,COLEGIO BAJO MOLLE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,227,1,69,440,4,741,40
133,3,COLEGIO ADVENTISTA DE IQUIQUE,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,114,5,25,52,1,197,73
134,1,LICEO ATENEA,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,67,2,12,21,3,105,77
144,9,COLEGIO IQUIQUE YOUNG SCHOOL,Región de Tarapacá,Iquique,Iquique,Particular Subvencionado,Urbano,84,1,14,38,2,139,71
161,9,LICEO DE HUARA,Región de Tarapacá,Tamarugal,Huara,Municipal DAEM,Rural,91,2,4,6,,103,94
178,3,LICEO TECNICO PROFESIONAL COLCHANE,Región de Tarapacá,Tamarugal,Colchane,Municipal DAEM,Rural,45,,7,5,10,67,78
191,0,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,Región de Tarapacá,Tamarugal,Pozo Almonte,Corporación Municipal,Rural,513,13,58,128,22,734,80
199,6,LICEO DOMINGO LATRILLE LASTAUNOU,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,359,14,22,49,9,453,87
200,3,LICEO POLITECNICO DIEGO PORTALES P.,Región de Antofagasta,Tocopilla,Tocopilla,Municipal DAEM,Urbano,520,9,31,41,1,602,93
208,9,COLEGIO BICENTENARIO SAGRADA FAMILIA,Región de Antofagasta,Tocopilla,Tocopilla,Particular Subvencionado,Urbano,248,4,33,148,2,435,66
211,9,LICEO H.C. T.P. MARIA ELENA,Región de Antofagasta,Tocopilla,María Elena,Municipal DAEM,Urbano,140,9,18,67,2,236,71
217,8,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,564,44,108,329,4,1.049,68
218,6,LICEO FRANCISCO DE AGUIRRE,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,242,32,21,69,41,405,73
219,4,LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,601,64,58,86,17,826,88
220,8,LICEO MINERO AMÉRICA,Región de Antofagasta,El Loa,Calama,Corporación Municipal,Urbano,773,72,101,137,6,1.089,87
253,4,COLEGIO ADVENTISTA DE CALAMA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,140,5,21,108,3,277,60
254,2,FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,113,1,17,76,3,210,62
255,0,COLEGIO EJERCITO DE SALVACION,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,166,14,24,88,2,294,69
256,9,INSTITUTO OBISPO SILVA LEZAETA,Región de Antofagasta,El Loa,Calama,Particular Subvencionado,Urbano,151,4,60,296,3,514,42
268,2,ESC. BASICA RURAL SAN ANTONIO DE PADUA,Región de Antofagasta,El Loa,Ollagüe,Municipal DAEM,Rural,3,1,,,,4,100
270,4,COMPLEJO EDUCACIONAL TOCONAO,Región de Antofagasta,El Loa,San Pedro de Atacama,Municipal DAEM,Rural,46,6,8,17,,77,78
279,8,LICEO INDUSTRIAL EULOGIO GORDO MONEO,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,1.332,75,150,214,25,1.796,87
280,1,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,980,75,126,187,37,1.405,84
283,6,LICEO TECNICO ANTOFAGASTA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,761,31,98,126,11,1.027,87
284,4,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,246,53,54,56,69,478,74
285,2,LICEO BICENTENARIO MARTA NAREA DIAZ,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,282,29,45,85,20,461,77
286,0,LICEO LA PORTADA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,498,41,54,81,45,719,82
287,9,LICEO DOMINGO HERRERA RIVERA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,619,37,117,212,10,995,78
304,2,LICEO BICENTENARIO ANDRÉS SABELLA,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,226,31,63,167,2,489,65
320,4,LICEO ARTISTICO DE ANTOFAGASTA `ARMANDO CARRERA GONZALEZ`,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,137,4,31,45,,217,79
329,8,LICEO BICENTENARIO INSTITUTO JOSÉ MAZA SANCHO,Región de Antofagasta,Antofagasta,Antofagasta,Corporación Municipal,Urbano,73,4,16,58,2,153,61
335,2,COLEGIO MISIONERO JOSE LANCASTER,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,108,15,15,14,7,159,87
336,0,LICEO EXPERIMENTAL ARTISTICO-APLICACION,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,163,40,34,238,7,482,49
337,9,COLEGIO SANTA TERESITA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,99,1,39,141,1,281,49
341,7,COLEGIO ADVENTISTA DE ANTOFAGASTA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,144,9,28,134,3,318,57
342,5,COLEGIO INGLES SAN JOSE,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,176,11,41,268,7,503,45
344,1,COLEGIO SANTA EMILIA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,142,4,33,116,,295,61
350,6,COLEGIO LIDIA MORENO,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,101,18,30,106,,255,58
356,5,COLEGIO CORAZON DE MARIA,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,104,9,21,179,1,314,43
365,4,COLEGIO EAGLE SCHOOL,Región de Antofagasta,Antofagasta,Antofagasta,Particular Subvencionado,Urbano,89,10,32,150,2,283,46
367,0,COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT,Región de Antofagasta,Antofagasta,Mejillones,Municipal DAEM,Urbano,454,55,61,130,27,727,78
371,9,ESCUELA CARACOLES,Región de Antofagasta,Antofagasta,Sierra Gorda,Municipal DAEM,Urbano,29,2,1,4,4,40,80
372,7,LICEO POLITECNICO JOSE MIGUEL QUIROZ,Región de Antofagasta,Antofagasta,Taltal,Municipal DAEM,Urbano,286,6,21,28,2,343,91
373,5,LICEO JUAN CORTES-MONROY CORTES,Región de Antofagasta,Antofagasta,Taltal,Municipal DAEM,Urbano,293,1,28,97,2,421,76
379,4,LICEO FEDERICO VARELA,Región de Atacama,Chañaral,Chañaral,Servicio Local de Educación(SLE),Urbano,532,16,22,88,1,659,86
384,0,LICEO BICENTENARIO  MANUEL MAGALHAES MEDLING,Región de Atacama,Chañaral,Diego de Almagro,Servicio Local de Educación(SLE),Urbano,392,14,45,66,,517,87
392,1,LICEO DIEGO DE ALMEIDA,Región de Atacama,Chañaral,Diego de Almagro,Particular Subvencionado,Urbano,141,9,35,181,4,370,50
396,4,INSTITUTO COMERCIAL ALEJANDRO RIVERA DÍAZ,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,547,27,37,66,6,683,89
399,9,LICEO JOSÉ ANTONIO CARVAJAL,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,755,16,62,58,12,903,92
400,6,LICEO BICENTENARIO MERCEDES FRITIS MACKENNEY,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,466,3,64,135,2,670,80
415,4,LICEO DE MÚSICA DE COPIAPÓ HUGO GARRIDO GAETE,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,161,1,33,123,2,320,61
420,0,LICEO FERNANDO ARIZTÍA RUIZ,Región de Atacama,Copiapó,Copiapó,Servicio Local de Educación(SLE),Urbano,328,16,19,34,10,407,89
429,4,LICEO CATÓLICO ATACAMA,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,233,31,41,298,3,606,50
430,8,LICEO POLITÉCNICO BELÉN,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,221,2,21,42,1,287,85
431,6,LICEO SAGRADO CORAZÓN,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,190,1,16,50,1,258,80
433,2,COLEGIO ADVENTISTA DE COPIAPÓ,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,202,25,14,96,,337,72
437,5,ESCUELA TÉCNICO PROFESIONAL,Región de Atacama,Copiapó,Copiapó,Particular Subvencionado,Urbano,830,24,105,288,2,1.249,77
438,3,LICEO MANUEL BLANCO ENCALADA,Región de Atacama,Copiapó,Caldera,Servicio Local de Educación(SLE),Urbano,364,13,16,24,7,424,93
440,5,COLEGIO PARROQUIAL PADRE NEGRO,Región de Atacama,Copiapó,Caldera,Particular Subvencionado,Urbano,327,8,25,41,,401,90
441,3,ESCUELA DE CONCENTRACIÓN,Región de Atacama,Copiapó,Tierra Amarilla,Servicio Local de Educación(SLE),Urbano,46,5,,4,4,59,86
448,0,LICEO PEDRO TRONCOSO MACHUCA,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,647,14,54,107,9,831,86
449,9,LICEO JOSÉ SANTOS OSSA,Región de Atacama,Huasco,Vallenar,Servicio Local de Educación(SLE),Urbano,584,11,28,44,,667,93
478,2,LICEO SANTA MARTA,Región de Atacama,Huasco,Vallenar,Particular Subvencionado,Urbano,175,,31,140,2,348,59
479,0,LICEO SAN FRANCISCO,Región de Atacama,Huasco,Vallenar,Particular Subvencionado,Urbano,338,3,38,142,,521,73
486,3,LICEO JAPÓN,Región de Atacama,Huasco,Huasco,Servicio Local de Educación(SLE),Urbano,318,5,24,60,3,410,85
516,9,LICEO GABRIELA MISTRAL DE LA SERENA,Región de Coquimbo,Elqui,La Serena,Corporación Municipal,Urbano,317,5,36,59,11,428,84
